iid,id,gender,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,age,field,race,from
495,15,1,8,8,10,10,9,8,8,32,Theater,6,Miami
495,15,1,9,10,8,10,6,,8,32,Theater,6,Miami
495,15,1,4,3,4,5,3,4,4,32,Theater,6,Miami
495,15,1,4,3,5,7,3,2,3,32,Theater,6,Miami
495,15,1,6,7,8,8,7,,6,32,Theater,6,Miami
495,15,1,5,5,5,4,4,3,4,32,Theater,6,Miami
495,15,1,2,6,5,6,4,1,2,32,Theater,6,Miami
495,15,1,2,7,7,6,6,8,,32,Theater,6,Miami
496,1,0,8,8,8,7,,6,7,23,Engineering,4,Indiana
496,1,0,8,8,10,6,5,7,9,23,Engineering,4,Indiana
496,1,0,8,10,10,8,7,7,8,23,Engineering,4,Indiana
496,1,0,8,9,8,7,7,6,8,23,Engineering,4,Indiana
496,1,0,6,7,7,5,,4,5,23,Engineering,4,Indiana
496,1,0,5,9,9,,8,6,7,23,Engineering,4,Indiana
496,1,0,6,7,6,6,6,8,7,23,Engineering,4,Indiana
497,2,0,9,8,8,8,8,8,9,24,Biology PhD,2,"Boston, Ma"
497,2,0,5,6,6,7,6,4,5,24,Biology PhD,2,"Boston, Ma"
497,2,0,7,7,7,7,7,7,6,24,Biology PhD,2,"Boston, Ma"
497,2,0,7,9,8,7,8,7,7,24,Biology PhD,2,"Boston, Ma"
497,2,0,6,5,5,6,4,4,5,24,Biology PhD,2,"Boston, Ma"
497,2,0,4,7,9,5,8,5,6,24,Biology PhD,2,"Boston, Ma"
497,2,0,7,8,8,8,8,6,7,24,Biology PhD,2,"Boston, Ma"
498,3,0,8,7,8,8,,8,9,25,biochemistry/genetics,2,Baltimore
498,3,0,7,8,8,7,6,5,8,25,biochemistry/genetics,2,Baltimore
498,3,0,6,6,6,6,6,6,5,25,biochemistry/genetics,2,Baltimore
498,3,0,8,9,9,8,9,7,8,25,biochemistry/genetics,2,Baltimore
498,3,0,6,6,7,4,4,6,2,25,biochemistry/genetics,2,Baltimore
498,3,0,7,8,9,6,8,5,7,25,biochemistry/genetics,2,Baltimore
498,3,0,6,8,8,7,8,6,7,25,biochemistry/genetics,2,Baltimore
499,4,0,7,7,9,7,8,3,7,26,Biology,2,New York
499,4,0,7,8,8,7,6,5,8,26,Biology,2,New York
499,4,0,5,8,7,6,8,5,6,26,Biology,2,New York
499,4,0,5,8,9,6,8,6,7,26,Biology,2,New York
499,4,0,4,5,6,4,5,3,3,26,Biology,2,New York
499,4,0,6,9,9,8,5,6,8,26,Biology,2,New York
499,4,0,6,9,8,7,8,5,7,26,Biology,2,New York
500,5,0,5,8,7,,,7,6,25,Epidemiology,1,"Kansas City, Missouri"
500,5,0,7,8,7,6,6,5,8,25,Epidemiology,1,"Kansas City, Missouri"
500,5,0,6,6,6,6,6,6,4,25,Epidemiology,1,"Kansas City, Missouri"
500,5,0,5,9,9,8,8,6,7,25,Epidemiology,1,"Kansas City, Missouri"
500,5,0,6,8,7,6,8,5,5,25,Epidemiology,1,"Kansas City, Missouri"
500,5,0,7,9,9,7,9,7,8,25,Epidemiology,1,"Kansas City, Missouri"
500,5,0,5,9,9,7,8,5,7,25,Epidemiology,1,"Kansas City, Missouri"
501,6,0,9,8,9,8,,7,8,26,epidemiology,2,Upstate New York
501,6,0,6,8,5,6,5,7,7,26,epidemiology,2,Upstate New York
501,6,0,6,6,6,6,6,6,5,26,epidemiology,2,Upstate New York
501,6,0,6,8,8,8,8,7,7,26,epidemiology,2,Upstate New York
501,6,0,6,6,6,6,5,3,3,26,epidemiology,2,Upstate New York
501,6,0,7,8,8,9,9,8,7,26,epidemiology,2,Upstate New York
501,6,0,7,9,8,8,8,6,7,26,epidemiology,2,Upstate New York
502,1,1,4,7,7,5,7,2,5,26,Electrical Engineering,4,Boston
502,1,1,6,9,8,8,10,6,8,26,Electrical Engineering,4,Boston
502,1,1,2,9,3,10,8,4,6,26,Electrical Engineering,4,Boston
502,1,1,1,10,9,10,6,1,7,26,Electrical Engineering,4,Boston
502,1,1,4,6,6,6,7,6,5,26,Electrical Engineering,4,Boston
502,1,1,6,7,7,7,6,5,6,26,Electrical Engineering,4,Boston
503,2,1,2,4,8,5,8,5,5,25,Biology,2,California
503,2,1,3,6,4,4,4,4,4,25,Biology,2,California
503,2,1,1,1,10,1,9,1,3,25,Biology,2,California
503,2,1,1,10,10,7,10,1,7,25,Biology,2,California
503,2,1,2,5,7,7,6,7,4,25,Biology,2,California
503,2,1,5,8,8,7,7,6,6,25,Biology,2,California
504,4,1,6,7,8,7,9,6,6,23,Computer Science,2,Maryland
504,4,1,8,7,7,7,6,3,7,23,Computer Science,2,Maryland
504,4,1,8,5,9,4,9,3,5,23,Computer Science,2,Maryland
504,4,1,5,10,9,8,5,5,6,23,Computer Science,2,Maryland
504,4,1,4,5,5,4,5,4,4,23,Computer Science,2,Maryland
504,4,1,8,8,7,8,7,8,9,23,Computer Science,2,Maryland
505,5,1,7,,8,8,,6,6,27,MFA Creative Writing,4,"Manila, Philippines"
505,5,1,6,8,7,6,6,2,5,27,MFA Creative Writing,4,"Manila, Philippines"
505,5,1,8,10,9,4,8,5,5,27,MFA Creative Writing,4,"Manila, Philippines"
505,5,1,5,5,4,2,8,1,5,27,MFA Creative Writing,4,"Manila, Philippines"
505,5,1,6,5,8,5,8,5,5,27,MFA Creative Writing,4,"Manila, Philippines"
505,5,1,7,8,8,8,6,7,6,27,MFA Creative Writing,4,"Manila, Philippines"
506,6,1,5,,8,6,8,4,5,24,Stats,4,California
506,6,1,4,6,6,2,5,4,6,24,Stats,4,California
506,6,1,5,8,10,3,8,3,3,24,Stats,4,California
506,6,1,1,9,8,1,10,1,1,24,Stats,4,California
506,6,1,5,5,8,5,9,5,6,24,Stats,4,California
506,6,1,8,7,7,5,7,4,5,24,Stats,4,California
507,7,1,6,8,8,8,7,6,7,24,Statistics,4,Florida
507,7,1,6,7,7,5,6,6,7,24,Statistics,4,Florida
507,7,1,3,10,9,7,8,5,7,24,Statistics,4,Florida
507,7,1,6,9,9,10,6,5,7,24,Statistics,4,Florida
507,7,1,8,7,8,8,7,6,6,24,Statistics,4,Florida
507,7,1,7,7,6,8,7,8,8,24,Statistics,4,Florida
508,8,1,5,5,7,6,7,4,3,36,math of finance,4,New York
508,8,1,7,6,5,5,6,5,6,36,math of finance,4,New York
508,8,1,3,4,7,3,8,3,1,36,math of finance,4,New York
508,8,1,6,8,10,8,6,6,7,36,math of finance,4,New York
508,8,1,7,4,5,4,5,4,4,36,math of finance,4,New York
508,8,1,7,7,7,6,7,5,7,36,math of finance,4,New York
509,1,0,7,10,10,10,10,8,7,28,journalism,4,working
509,1,0,6,7,8,6,8,8,8,28,journalism,4,working
509,1,0,6,,7,5,5,6,5,28,journalism,4,working
509,1,0,6,5,4,6,6,6,6,28,journalism,4,working
509,1,0,6,8,8,6,7,6,7,28,journalism,4,working
509,1,0,6,7,6,4,8,3,6,28,journalism,4,working
509,1,0,7,8,9,8,8,8,7,28,journalism,4,working
509,1,0,7,7,9,8,7,8,8,28,journalism,4,working
509,1,0,1,6,5,5,4,3,5,28,journalism,4,working
509,1,0,6,7,6,5,3,3,5,28,journalism,4,working
509,1,0,,,,,,,,28,journalism,4,working
509,1,0,2,4,6,4,9,4,6,28,journalism,4,working
509,1,0,,,,,,,,28,journalism,4,working
509,1,0,6,8,7,6,7,5,7,28,journalism,4,working
509,1,0,4,8,7,5,8,2,7,28,journalism,4,working
509,1,0,6,6,6,6,6,7,6,28,journalism,4,working
509,1,0,5,6,7,5,7,4,6,28,journalism,4,working
509,1,0,5,5,7,7,7,9,6,28,journalism,4,working
509,1,0,1,6,6,4,6,4,3,28,journalism,4,working
509,1,0,7,6,7,5,7,5,5,28,journalism,4,working
509,1,0,5,7,8,7,8,7,7,28,journalism,4,working
509,1,0,7,7,9,8,9,7,8,28,journalism,4,working
510,2,0,10,5,5,5,7,8,1,26,Business,3,Chile
510,2,0,6,7,7,7,5,5,6,26,Business,3,Chile
510,2,0,9,9,10,9,9,7,10,26,Business,3,Chile
510,2,0,8,9,8,9,8,9,8,26,Business,3,Chile
510,2,0,8,7,7,8,6,6,6,26,Business,3,Chile
510,2,0,10,8,9,9,9,9,9,26,Business,3,Chile
510,2,0,,,,,,,,26,Business,3,Chile
510,2,0,8,5,5,8,6,5,6,26,Business,3,Chile
510,2,0,8,6,6,5,4,7,7,26,Business,3,Chile
510,2,0,8,10,8,9,8,7,8,26,Business,3,Chile
510,2,0,8,9,10,5,6,5,8,26,Business,3,Chile
510,2,0,6,7,10,7,6,6,7,26,Business,3,Chile
510,2,0,8,8,8,8,8,5,7,26,Business,3,Chile
510,2,0,7,7,7,6,6,5,6,26,Business,3,Chile
510,2,0,,,,,,,,26,Business,3,Chile
510,2,0,8,8,8,8,6,8,7,26,Business,3,Chile
510,2,0,6,6,6,6,3,2,6,26,Business,3,Chile
510,2,0,7,7,8,6,5,4,7,26,Business,3,Chile
510,2,0,4,8,9,9,8,7,9,26,Business,3,Chile
510,2,0,5,5,5,4,4,5,5,26,Business,3,Chile
510,2,0,10,9,9,7,7,8,8,26,Business,3,Chile
510,2,0,9,9,9,9,,7,9,26,Business,3,Chile
511,3,0,5,10,10,8,10,5,5,23,Electrical Engineering,4,India
511,3,0,7,6,7,6,5,8,7,23,Electrical Engineering,4,India
511,3,0,6,8,8,5,,5,6,23,Electrical Engineering,4,India
511,3,0,8,9,8,8,9,7,8,23,Electrical Engineering,4,India
511,3,0,7,7,8,7,6,6,6,23,Electrical Engineering,4,India
511,3,0,9,7,8,4,8,3,4,23,Electrical Engineering,4,India
511,3,0,5,7,8,4,6,6,5,23,Electrical Engineering,4,India
511,3,0,5,7,7,5,6,3,5,23,Electrical Engineering,4,India
511,3,0,4,8,10,4,10,3,7,23,Electrical Engineering,4,India
511,3,0,7,8,7,7,5,3,7,23,Electrical Engineering,4,India
511,3,0,5,7,10,5,10,5,3,23,Electrical Engineering,4,India
511,3,0,4,5,8,6,7,9,6,23,Electrical Engineering,4,India
511,3,0,6,8,8,6,8,3,8,23,Electrical Engineering,4,India
511,3,0,8,8,5,7,6,5,7,23,Electrical Engineering,4,India
511,3,0,,,,,,,,23,Electrical Engineering,4,India
511,3,0,6,6,7,5,6,6,5,23,Electrical Engineering,4,India
511,3,0,4,7,6,4,2,1,5,23,Electrical Engineering,4,India
511,3,0,9,9,9,5,8,5,7,23,Electrical Engineering,4,India
511,3,0,6,8,6,5,8,5,4,23,Electrical Engineering,4,India
511,3,0,5,4,5,5,5,4,6,23,Electrical Engineering,4,India
511,3,0,5,8,9,6,8,7,4,23,Electrical Engineering,4,India
511,3,0,7,5,5,4,5,1,4,23,Electrical Engineering,4,India
512,4,0,10,8,5,3,10,1,3,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,7,7,7,6,5,4,5,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,8,7,8,8,,,7,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,7,7,6,7,8,7,7,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,8,8,8,7,8,6,8,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,9,5,7,4,6,3,6,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,9,8,9,8,8,7,8,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,,,,,,,,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,8,6,7,7,6,7,7,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,,,,,,,,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,10,10,5,7,6,5,10,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,10,7,6,7,6,2,6,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,8,8,8,5,8,3,5,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,5,5,5,5,5,5,5,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,6,5,6,8,5,1,5,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,7,6,5,7,7,4,6,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,8,8,7,9,6,6,8,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,,,,,,,,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,8,8,6,7,7,6,8,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,7,4,4,6,4,3,7,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,,,,,,,,,MFA Acting Program,2,"Cambridge, MA"
512,4,0,,,,,,,,,MFA Acting Program,2,"Cambridge, MA"
513,5,0,10,8,10,5,10,1,3,23,MFA Acting Program,2,Florida
513,5,0,,,,,,,,23,MFA Acting Program,2,Florida
513,5,0,7,8,8,8,6,5,7,23,MFA Acting Program,2,Florida
513,5,0,8,8,9,8,8,8,8,23,MFA Acting Program,2,Florida
513,5,0,8,8,7,7,7,7,8,23,MFA Acting Program,2,Florida
513,5,0,8,3,6,7,6,3,4,23,MFA Acting Program,2,Florida
513,5,0,8,8,8,8,8,6,7,23,MFA Acting Program,2,Florida
513,5,0,8,5,6,7,7,6,5,23,MFA Acting Program,2,Florida
513,5,0,10,7,6,10,7,6,8,23,MFA Acting Program,2,Florida
513,5,0,7,6,6,7,5,4,7,23,MFA Acting Program,2,Florida
513,5,0,,,,,,,,23,MFA Acting Program,2,Florida
513,5,0,8,6,7,8,6,2,8,23,MFA Acting Program,2,Florida
513,5,0,5,8,8,8,8,5,3,23,MFA Acting Program,2,Florida
513,5,0,6,7,7,9,8,6,7,23,MFA Acting Program,2,Florida
513,5,0,8,4,5,8,7,2,5,23,MFA Acting Program,2,Florida
513,5,0,8,7,7,9,6,6,8,23,MFA Acting Program,2,Florida
513,5,0,7,7,6,8,7,4,7,23,MFA Acting Program,2,Florida
513,5,0,8,2,3,8,2,1,4,23,MFA Acting Program,2,Florida
513,5,0,7,7,6,5,6,4,5,23,MFA Acting Program,2,Florida
513,5,0,9,6,6,7,6,4,8,23,MFA Acting Program,2,Florida
513,5,0,9,6,5,9,7,5,8,23,MFA Acting Program,2,Florida
513,5,0,8,9,9,9,6,8,9,23,MFA Acting Program,2,Florida
514,6,0,5,10,10,8,10,5,5,23,sociology,2,New York
514,6,0,6,8,8,8,5,6,7,23,sociology,2,New York
514,6,0,5,7,7,6,9,3,5,23,sociology,2,New York
514,6,0,7,7,8,7,8,7,8,23,sociology,2,New York
514,6,0,6,8,7,6,9,6,6,23,sociology,2,New York
514,6,0,2,5,4,1,4,2,1,23,sociology,2,New York
514,6,0,6,8,7,4,5,5,7,23,sociology,2,New York
514,6,0,3,7,6,7,5,5,6,23,sociology,2,New York
514,6,0,3,7,10,8,7,6,7,23,sociology,2,New York
514,6,0,6,7,6,7,6,5,6,23,sociology,2,New York
514,6,0,4,5,9,7,8,5,2,23,sociology,2,New York
514,6,0,4,7,6,4,6,7,8,23,sociology,2,New York
514,6,0,5,7,7,6,7,3,5,23,sociology,2,New York
514,6,0,6,7,7,9,7,8,7,23,sociology,2,New York
514,6,0,,,,,,,,23,sociology,2,New York
514,6,0,5,8,5,8,6,7,6,23,sociology,2,New York
514,6,0,6,6,7,8,10,1,6,23,sociology,2,New York
514,6,0,3,6,2,2,2,1,3,23,sociology,2,New York
514,6,0,2,7,7,8,6,6,5,23,sociology,2,New York
514,6,0,4,5,5,8,5,4,6,23,sociology,2,New York
514,6,0,6,6,6,8,5,5,7,23,sociology,2,New York
514,6,0,4,6,8,7,8,8,6,23,sociology,2,New York
515,7,0,7,10,10,5,5,4,5,23,Nonfiction writing,2,Kansas
515,7,0,6,6,5,6,4,2,5,23,Nonfiction writing,2,Kansas
515,7,0,7,7,6,6,,4,6,23,Nonfiction writing,2,Kansas
515,7,0,7,8,7,7,8,7,8,23,Nonfiction writing,2,Kansas
515,7,0,9,8,8,8,7,8,9,23,Nonfiction writing,2,Kansas
515,7,0,8,6,6,8,7,3,5,23,Nonfiction writing,2,Kansas
515,7,0,6,8,9,8,,5,8,23,Nonfiction writing,2,Kansas
515,7,0,5,4,7,4,7,4,4,23,Nonfiction writing,2,Kansas
515,7,0,8,5,8,6,5,7,7,23,Nonfiction writing,2,Kansas
515,7,0,6,7,7,6,5,3,4,23,Nonfiction writing,2,Kansas
515,7,0,9,9,9,8,7,5,7,23,Nonfiction writing,2,Kansas
515,7,0,8,4,6,7,4,2,8,23,Nonfiction writing,2,Kansas
515,7,0,8,8,7,7,8,3,6,23,Nonfiction writing,2,Kansas
515,7,0,8,2,4,5,5,4,5,23,Nonfiction writing,2,Kansas
515,7,0,,,,,,,,23,Nonfiction writing,2,Kansas
515,7,0,5,5,5,6,8,6,5,23,Nonfiction writing,2,Kansas
515,7,0,5,7,7,5,5,1,5,23,Nonfiction writing,2,Kansas
515,7,0,7,7,5,3,3,3,4,23,Nonfiction writing,2,Kansas
515,7,0,6,7,7,8,7,5,6,23,Nonfiction writing,2,Kansas
515,7,0,6,6,7,6,4,4,5,23,Nonfiction writing,2,Kansas
515,7,0,9,7,8,7,7,5,8,23,Nonfiction writing,2,Kansas
515,7,0,7,,5,5,5,4,8,23,Nonfiction writing,2,Kansas
516,8,0,10,8,10,10,10,5,5,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,7,4,7,3,5,3,4,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,7,8,5,5,,,3,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,7,8,8,8,7,8,9,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,9,7,9,8,8,6,10,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,10,8,9,9,9,7,9,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,8,8,8,6,6,4,7,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,6,3,5,6,5,4,5,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,9,4,5,7,8,9,8,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,7,5,5,6,5,3,6,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,7,6,10,7,9,4,6,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,9,4,6,7,6,6,7,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,9,8,8,8,8,7,9,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,6,4,5,5,4,4,4,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,,,,,,,,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,5,3,5,6,8,5,4,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,5,7,7,5,5,1,5,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,6,4,4,6,4,3,5,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,5,7,6,6,6,6,5,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,7,6,6,6,6,4,5,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,5,6,7,7,7,5,7,27,Biochemistry & Molecular Biophysics,4,California
516,8,0,8,7,8,9,8,8,8,27,Biochemistry & Molecular Biophysics,4,California
517,9,0,5,5,5,5,5,1,1,30,Acting,3,Mexico
517,9,0,8,8,7,8,8,5,8,30,Acting,3,Mexico
517,9,0,,,,,,,,30,Acting,3,Mexico
517,9,0,7,7,7,7,7,7,7,30,Acting,3,Mexico
517,9,0,8,8,8,7,7,7,8,30,Acting,3,Mexico
517,9,0,,,,,,,,30,Acting,3,Mexico
517,9,0,7,8,7,8,7,6,6,30,Acting,3,Mexico
517,9,0,3,4,5,4,5,6,5,30,Acting,3,Mexico
517,9,0,,,,,,,,30,Acting,3,Mexico
517,9,0,6,7,5,7,5,2,6,30,Acting,3,Mexico
517,9,0,6,7,6,8,5,4,6,30,Acting,3,Mexico
517,9,0,,,,,,,,30,Acting,3,Mexico
517,9,0,5,7,8,6,7,3,3,30,Acting,3,Mexico
517,9,0,,,,,,,,30,Acting,3,Mexico
517,9,0,8,8,7,6,7,2,7,30,Acting,3,Mexico
517,9,0,6,8,8,6,6,5,6,30,Acting,3,Mexico
517,9,0,6,6,7,8,6,6,6,30,Acting,3,Mexico
517,9,0,5,6,5,2,2,1,4,30,Acting,3,Mexico
517,9,0,0,0,0,0,0,0,0,30,Acting,3,Mexico
517,9,0,8,7,6,5,6,3,4,30,Acting,3,Mexico
517,9,0,6,7,7,6,5,5,6,30,Acting,3,Mexico
517,9,0,6,9,9,9,8,8,7,30,Acting,3,Mexico
518,10,0,5,10,10,5,10,1,5,23,Theater,2,San Diego
518,10,0,8,8,7,7,7,5,7,23,Theater,2,San Diego
518,10,0,8,8,7,7,,4,8,23,Theater,2,San Diego
518,10,0,8,9,8,9,9,8,8,23,Theater,2,San Diego
518,10,0,8,7,8,7,6,7,8,23,Theater,2,San Diego
518,10,0,8,7,7,7,6,4,6,23,Theater,2,San Diego
518,10,0,8,8,8,8,5,7,8,23,Theater,2,San Diego
518,10,0,6,6,6,6,6,6,6,23,Theater,2,San Diego
518,10,0,7,8,5,7,8,3,6,23,Theater,2,San Diego
518,10,0,7,6,6,7,7,4,7,23,Theater,2,San Diego
518,10,0,6,7,6,8,6,4,6,23,Theater,2,San Diego
518,10,0,7,10,6,7,6,0,8,23,Theater,2,San Diego
518,10,0,6,8,8,8,8,5,4,23,Theater,2,San Diego
518,10,0,7,7,6,6,6,5,6,23,Theater,2,San Diego
518,10,0,8,6,6,9,8,4,8,23,Theater,2,San Diego
518,10,0,7,7,6,8,6,7,7,23,Theater,2,San Diego
518,10,0,6,7,7,10,6,6,8,23,Theater,2,San Diego
518,10,0,8,7,7,8,2,5,8,23,Theater,2,San Diego
518,10,0,7,7,8,8,7,6,6,23,Theater,2,San Diego
518,10,0,7,6,5,6,5,4,6,23,Theater,2,San Diego
518,10,0,8,5,5,7,7,5,7,23,Theater,2,San Diego
518,10,0,5,8,8,7,7,8,6,23,Theater,2,San Diego
519,11,0,5,8,8,3,8,1,4,26,Education Policy,2,Boston
519,11,0,7,8,7,7,8,9,8,26,Education Policy,2,Boston
519,11,0,8,7,8,8,,,7,26,Education Policy,2,Boston
519,11,0,7,8,7,6,6,6,7,26,Education Policy,2,Boston
519,11,0,7,8,7,6,7,6,6,26,Education Policy,2,Boston
519,11,0,8,7,9,6,4,3,3,26,Education Policy,2,Boston
519,11,0,7,9,8,8,6,6,8,26,Education Policy,2,Boston
519,11,0,5,5,5,5,5,5,6,26,Education Policy,2,Boston
519,11,0,8,7,7,4,7,4,7,26,Education Policy,2,Boston
519,11,0,6,7,6,6,5,2,5,26,Education Policy,2,Boston
519,11,0,8,8,10,7,6,5,7,26,Education Policy,2,Boston
519,11,0,4,7,6,6,5,7,7,26,Education Policy,2,Boston
519,11,0,,,,,,,,26,Education Policy,2,Boston
519,11,0,6,8,7,7,7,6,7,26,Education Policy,2,Boston
519,11,0,8,10,9,6,9,5,8,26,Education Policy,2,Boston
519,11,0,5,6,5,7,6,6,5,26,Education Policy,2,Boston
519,11,0,3,6,6,5,6,2,5,26,Education Policy,2,Boston
519,11,0,3,5,4,2,3,1,3,26,Education Policy,2,Boston
519,11,0,5,7,8,6,7,5,6,26,Education Policy,2,Boston
519,11,0,6,7,7,7,4,6,6,26,Education Policy,2,Boston
519,11,0,,,,,,,,26,Education Policy,2,Boston
519,11,0,3,4,7,6,6,,6,26,Education Policy,2,Boston
520,12,0,5,10,10,5,10,5,5,28,Social Work/SIPA,6,Hawaii
520,12,0,7,7,7,7,7,7,8,28,Social Work/SIPA,6,Hawaii
520,12,0,7,7,7,6,7,,7,28,Social Work/SIPA,6,Hawaii
520,12,0,7,8,7,8,7,8,8,28,Social Work/SIPA,6,Hawaii
520,12,0,5,6,7,5,8,5,5,28,Social Work/SIPA,6,Hawaii
520,12,0,4,8,7,5,6,6,2,28,Social Work/SIPA,6,Hawaii
520,12,0,6,8,8,,,,,28,Social Work/SIPA,6,Hawaii
520,12,0,4,5,5,4,4,5,4,28,Social Work/SIPA,6,Hawaii
520,12,0,7,8,8,6,5,5,7,28,Social Work/SIPA,6,Hawaii
520,12,0,6,6,7,5,5,2,5,28,Social Work/SIPA,6,Hawaii
520,12,0,5,9,9,9,8,7,7,28,Social Work/SIPA,6,Hawaii
520,12,0,4,5,6,5,4,0,2,28,Social Work/SIPA,6,Hawaii
520,12,0,5,9,9,7,8,3,5,28,Social Work/SIPA,6,Hawaii
520,12,0,7,9,7,8,6,7,6,28,Social Work/SIPA,6,Hawaii
520,12,0,4,5,8,6,8,1,5,28,Social Work/SIPA,6,Hawaii
520,12,0,,,,,,,,28,Social Work/SIPA,6,Hawaii
520,12,0,6,7,7,7,6,5,7,28,Social Work/SIPA,6,Hawaii
520,12,0,2,10,8,10,2,4,7,28,Social Work/SIPA,6,Hawaii
520,12,0,2,9,9,8,8,6,5,28,Social Work/SIPA,6,Hawaii
520,12,0,4,7,7,7,7,7,7,28,Social Work/SIPA,6,Hawaii
520,12,0,5,6,7,7,6,5,8,28,Social Work/SIPA,6,Hawaii
520,12,0,2,7,6,6,6,7,5,28,Social Work/SIPA,6,Hawaii
521,13,0,5,10,10,5,5,1,3,26,Social Work,2,Salt Lake City
521,13,0,7,7,7,6,6,5,6,26,Social Work,2,Salt Lake City
521,13,0,7,7,7,6,,,7,26,Social Work,2,Salt Lake City
521,13,0,9,9,8,9,9,9,7,26,Social Work,2,Salt Lake City
521,13,0,6,7,7,5,7,5,6,26,Social Work,2,Salt Lake City
521,13,0,7,8,8,7,8,4,6,26,Social Work,2,Salt Lake City
521,13,0,6,7,7,8,6,6,7,26,Social Work,2,Salt Lake City
521,13,0,7,7,6,6,6,6,6,26,Social Work,2,Salt Lake City
521,13,0,5,9,8,6,7,3,5,26,Social Work,2,Salt Lake City
521,13,0,6,5,7,7,6,5,6,26,Social Work,2,Salt Lake City
521,13,0,6,10,10,9,8,7,7,26,Social Work,2,Salt Lake City
521,13,0,2,5,6,7,2,2,2,26,Social Work,2,Salt Lake City
521,13,0,7,8,8,7,8,5,5,26,Social Work,2,Salt Lake City
521,13,0,6,7,8,7,7,6,6,26,Social Work,2,Salt Lake City
521,13,0,7,7,7,7,7,5,7,26,Social Work,2,Salt Lake City
521,13,0,6,8,6,3,6,6,5,26,Social Work,2,Salt Lake City
521,13,0,7,8,6,5,3,6,6,26,Social Work,2,Salt Lake City
521,13,0,6,8,8,7,3,2,8,26,Social Work,2,Salt Lake City
521,13,0,6,9,8,7,8,7,6,26,Social Work,2,Salt Lake City
521,13,0,6,6,6,6,5,5,6,26,Social Work,2,Salt Lake City
521,13,0,8,7,8,6,6,5,7,26,Social Work,2,Salt Lake City
521,13,0,3,4,6,4,4,4,4,26,Social Work,2,Salt Lake City
522,14,0,5,5,5,1,10,1,1,22,Law,2,Pennsylvania
522,14,0,8,8,8,7,8,5,7,22,Law,2,Pennsylvania
522,14,0,6,9,9,8,10,4,7,22,Law,2,Pennsylvania
522,14,0,7,8,8,8,7,8,6,22,Law,2,Pennsylvania
522,14,0,7,7,7,7,6,6,7,22,Law,2,Pennsylvania
522,14,0,7,8,9,7,8,5,7,22,Law,2,Pennsylvania
522,14,0,7,9,9,8,9,8,8,22,Law,2,Pennsylvania
522,14,0,6,6,6,6,5,5,5,22,Law,2,Pennsylvania
522,14,0,9,6,10,9,8,8,8,22,Law,2,Pennsylvania
522,14,0,6,7,8,7,5,3,7,22,Law,2,Pennsylvania
522,14,0,7,6,9,8,8,6,8,22,Law,2,Pennsylvania
522,14,0,6,5,4,6,7,2,6,22,Law,2,Pennsylvania
522,14,0,7,8,8,8,8,5,5,22,Law,2,Pennsylvania
522,14,0,7,7,7,7,7,7,7,22,Law,2,Pennsylvania
522,14,0,7,7,7,7,7,4,7,22,Law,2,Pennsylvania
522,14,0,7,8,8,8,6,9,7,22,Law,2,Pennsylvania
522,14,0,6,8,6,7,8,6,7,22,Law,2,Pennsylvania
